年月,港口別,總計,進港,出港,進口實櫃,進口空櫃,出口實櫃,出口空櫃,轉口實櫃,轉口空櫃,國內貨櫃實櫃,國內貨櫃空櫃
200408,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200408,安平港,323,148,175,11,137,175,0,0,0,0,0
200409,國際商港,1080543,536392,544151,208467.25,107535,265529.5,43086,421538.25,34387,0,0
200409,基隆港,168189.25,85145,83044.25,72112,8974,69216,9870.25,7866,151,0,0
200409,臺中港,104973.5,50374,54599.5,25753,11764,36717.5,1784,28443,512,0,0
200409,高雄港,806884.25,400594,406290.25,110589.25,86531,159379,31431.75,385229.25,33724,0,0
200409,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200409,臺北港,0,0,0,0,0,0,0,0,0,0,0
200409,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200409,安平港,496,279,217,13,266,217,0,0,0,0,0
200410,國際商港,1083365,541074.25,542290.75,210511.75,105830.75,272406.25,43845.75,417080.75,33689.75,0,0
200410,基隆港,175916.25,90564.25,85352,74490,12006.25,71534.5,9589.5,8218,78,0,0
200410,臺中港,105552,48403,57149,25076,10272,40716,1131,27167,1190,0,0
200410,高雄港,801662.75,401996,399666.75,110941.75,83445.5,160032.75,33125.25,381695.75,32421.75,0,0
200410,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200410,臺北港,0,0,0,0,0,0,0,0,0,0,0
200410,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200410,安平港,234,111,123,4,107,123,0,0,0,0,0
200411,國際商港,1093926,551558.5,542367.5,220835.25,109187,263661.5,46006.25,408859,45377,0,0
200411,基隆港,176444.25,93467.25,82977,78555.5,11074.75,68441,11027,7212,134,0,0
200411,臺中港,104334,50736,53598,25961,11732,38142,1216,25710,1573,0,0
200411,高雄港,813147.75,407355.25,405792.5,116318.75,86380.25,157078.5,33763.25,375937,43670,0,0
200411,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200411,臺北港,0,0,0,0,0,0,0,0,0,0,0
200411,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200411,安平港,0,0,0,0,0,0,0,0,0,0,0
200412,國際商港,1090056.75,565109.75,524947,225577,121828.75,261337.5,40179.25,404601.25,36533,0,0
200412,基隆港,170282.5,92532.5,77750,75699,13477.5,63497.25,11289.75,6215,104,0,0
200412,臺中港,102088,50798,51290,27359,10120,36830,1043,25530,1206,0,0
200412,高雄港,817092.25,421436.25,395656,122493,97914.25,160759.25,27846.5,372856.25,35223,0,0
200412,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200412,臺北港,0,0,0,0,0,0,0,0,0,0,0
200412,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200412,安平港,594,343,251,26,317,251,0,0,0,0,0
200501,國際商港,1059429.5,529856.75,529572.75,221745,97868,264614.25,45974,393712.25,35516,0,0
200501,基隆港,183444.75,95378,88066.75,80066,11242,71576.75,12567,7211,782,0,0
200501,臺中港,102644,49173,53471,26943,10140,38275,849,25337,1100,0,0
200501,高雄港,772670.75,384950.75,387720,114728,76139,154447.5,32558,361164.25,33634,0,0
200501,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200501,臺北港,0,0,0,0,0,0,0,0,0,0,0
200501,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200501,安平港,670,355,315,8,347,315,0,0,0,0,0
200502,國際商港,891418.5,452295,439123.5,167511.5,95942.5,202274.25,32195.25,363005.25,30489.75,0,0
200502,基隆港,120651.25,62774.25,57877,51028.75,8969.5,47142,8221,4852,438,0,0
200502,臺中港,86293,42945,43348,20056,11044,27700,1180,26151,162,0,0
200502,高雄港,684086.25,346366.75,337719.5,96416.75,75730,127253.25,22794.25,332002.25,29889.75,0,0
200502,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200502,臺北港,0,0,0,0,0,0,0,0,0,0,0
200502,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200502,安平港,388,209,179,10,199,179,0,0,0,0,0
200503,國際商港,1139344.25,572867.75,566476.5,225024,105977.75,283833.5,38456.25,451129.75,34923,0,0
200503,基隆港,177443.25,90799,86644.25,75444.25,11240.75,73197.25,9503,7908,150,0,0
200503,臺中港,107997,50144,57853,25651,11490,41196,1097,28245,318,0,0
200503,高雄港,853692,431844.75,421847.25,123919.75,83176,169308.25,27856.25,414976.75,34455,0,0
200503,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200503,臺北港,0,0,0,0,0,0,0,0,0,0,0
200503,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200503,安平港,212,80,132,9,71,132,0,0,0,0,0
200504,國際商港,1080493,543211.5,537281.5,220924.25,93115.25,261940.25,42617.75,422294.25,39601.25,0,0
200504,基隆港,177870.75,90712.75,87158,77121.25,9282.5,70946.75,12118,8057.25,345,0,0
200504,臺中港,103579,49840,53739,25781,11568,36631,1455,28125,19,0,0
200504,高雄港,798523.25,402360.75,396162.5,118000,71988.75,154140.5,29044.75,386112,39237.25,0,0
200504,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200504,臺北港,0,0,0,0,0,0,0,0,0,0,0
200504,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200504,安平港,520,298,222,22,276,222,0,0,0,0,0
200505,國際商港,1119418,558382.5,561035.5,224905.25,107321.5,278910.5,41698.25,427271.25,39311.25,0,0
200505,基隆港,181862,92327.25,89534.75,75879,11538.25,75699.25,9426.5,9091,228,0,0
200505,臺中港,106150,51602,54548,25434,13188,37817,881,28811,19,0,0
200505,高雄港,831004,414248.25,416755.75,123579.25,82403.25,165197.25,31390.75,389369.25,39064.25,0,0
200505,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200505,臺北港,0,0,0,0,0,0,0,0,0,0,0
200505,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200505,安平港,402,205,197,13,192,197,0,0,0,0,0
200506,國際商港,1120578.25,552082.5,568495.75,217013.75,111744.25,274083.75,52215.75,427091.5,38429.25,0,0
200506,基隆港,181588,94467.25,87120.75,77416,10857.25,72647.5,8624.25,11973,70,0,0
200506,臺中港,107298,51086,56212,24875,13681,39287,1116,28293,46,0,0
200506,高雄港,831084.25,406242.25,424842,114705.75,86936,161828.25,42475.5,386825.5,38313.25,0,0
200506,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200506,臺北港,0,0,0,0,0,0,0,0,0,0,0
200506,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200506,安平港,608,287,321,17,270,321,0,0,0,0,0
200507,國際商港,1039317.5,518965.75,520351.75,207864.5,104309.5,263495.75,41713.25,388891,33043.5,0,0
200507,基隆港,168313.25,86774,81539.25,72396.75,9345.25,69093.5,7976.75,9463,38,0,0
200507,臺中港,99300,46460,52840,24442,11520,38606,1114,23411,207,0,0
200507,高雄港,771483.25,385598.75,385884.5,111022.75,83314.25,155708.25,32622.5,356017,32798.5,0,0
200507,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200507,臺北港,0,0,0,0,0,0,0,0,0,0,0
200507,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200507,安平港,221,133,88,3,130,88,0,0,0,0,0
200508,國際商港,1091605.5,546694.5,544911,208143.25,110907.75,271663.25,42928.25,414715.75,43247.25,0,0
200508,基隆港,171906,89031,82875,74571.75,9975.25,69307.75,9474.25,8125,452,0,0
200508,臺中港,99768,48390,51378,23302,13237,36347,1240,25556,86,0,0
200508,高雄港,819503.5,409082.5,410421,110250.5,87523.5,165771.5,32214,381034.75,42709.25,0,0
200508,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200508,臺北港,0,0,0,0,0,0,0,0,0,0,0
200508,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200508,安平港,428,191,237,19,172,237,0,0,0,0,0
200509,國際商港,1045886.75,519755.75,526131,207976.75,104585.5,261705.25,42841.75,394082.75,34694.75,0,0
200509,基隆港,171183.25,87416.75,83766.5,74104,8812.75,68043.5,11542,8630,51,0,0
200509,臺中港,100373,48633,51740,24581,12697,36995,1249,24851,0,0,0
200509,高雄港,773875.5,383470,390405.5,109282.75,82848.75,156447.75,30050.75,360601.75,34643.75,0,0
200509,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200509,臺北港,0,0,0,0,0,0,0,0,0,0,0
200509,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200509,安平港,455,236,219,9,227,219,0,0,0,0,0
200510,國際商港,1076035,538941.75,537093.25,219020.75,108560.25,281303.5,40935.75,392978,33236.75,0,0
200510,基隆港,187183.75,96767,90416.75,77940.5,12786.5,73367.25,11710.5,10786,593,0,0
200510,臺中港,106920,50679,56241,26209,12961,40476,1242,25925,107,0,0
200510,高雄港,781452.25,391280.75,390171.5,114864.25,82604.75,167196.25,27983.25,356267,32536.75,0,0
200510,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200510,臺北港,0,0,0,0,0,0,0,0,0,0,0
200510,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200510,安平港,479,215,264,7,208,264,0,0,0,0,0
200511,國際商港,1058036,542468.75,515567.25,220867.5,127529,268716.25,46161.75,360059.25,34702.25,0,0
200511,基隆港,181889.75,95761.25,86128.5,76436,13890.25,69521.5,11462,10290,290,0,0
200511,臺中港,105181,52390,52791,25408,15766,37570,1010,25299,128,0,0
200511,高雄港,770523.25,394117.5,376405.75,119017.5,97678.75,161382.75,33689.75,324470.25,34284.25,0,0
200511,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200511,臺北港,0,0,0,0,0,0,0,0,0,0,0
200511,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200511,安平港,442,200,242,6,194,242,0,0,0,0,0
200512,國際商港,1075250.5,546398.25,528852.25,231259.25,112350.75,275387.75,44605.25,369439.25,42208.25,0,0
200512,基隆港,188121.75,101885.75,86236,80860,15156.75,71394.75,9672.25,10655,383,0,0
200512,臺中港,103412,48973,54439,26742,11464,39765,1463,23944,34,0,0
200512,高雄港,783157.75,395232.5,387925.25,123641.25,85439,163976,33470,334840.25,41791.25,0,0
200512,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200512,臺北港,0,0,0,0,0,0,0,0,0,0,0
200512,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200512,安平港,559,307,252,16,291,252,0,0,0,0,0
200601,國際商港,1032343.25,517112.75,515230.5,213638,101024.75,258175.5,42539,376465,40501,0,0
200601,基隆港,168201.75,85954,82247.75,69874.75,11322.25,65843.25,11928.5,9006,227,0,0
200601,臺中港,95218,47209,48009,25673,12770,34353,1084,21314,24,0,0
200601,高雄港,768458.5,383673.75,384784.75,118078.25,76668.5,157790.25,29526.5,346145,40250,0,0
200601,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200601,臺北港,0,0,0,0,0,0,0,0,0,0,0
200601,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200601,安平港,465,276,189,12,264,189,0,0,0,0,0
200602,國際商港,924127.5,464970.5,459157,179310,98547,223406.25,32109.75,352563.5,38191,0,0
200602,基隆港,153662.5,81213,72449.5,61496,14918,60089.25,7848.25,8811,500,0,0
200602,臺中港,85093,38925,46168,19133,10131,32868,776,22160,25,0,0
200602,高雄港,684897,344602.5,340294.5,98673,73276,130204,23485.5,321592.5,37666,0,0
200602,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200602,臺北港,0,0,0,0,0,0,0,0,0,0,0
200602,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200602,安平港,475,230,245,8,222,245,0,0,0,0,0
200603,國際商港,1123166,556507.5,566658.5,224595.25,94424,280719.25,38766.25,430658.25,54003,0,0
200603,基隆港,178491,91562.25,86928.75,76023.25,9358,71901,9085.75,12001,122,0,0
200603,臺中港,107089,50181,56908,26815,12428,41671,1208,24965,2,0,0
200603,高雄港,837146,414564.25,422581.75,121737,72458,166907.25,28472.5,393692.25,53879,0,0
200603,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200603,臺北港,0,0,0,0,0,0,0,0,0,0,0
200603,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200603,安平港,440,200,240,20,180,240,0,0,0,0,0
200604,國際商港,1100366.5,545166.5,555200,220915.5,98593.25,278101.25,40532.75,406638.5,55585.25,0,0
200604,基隆港,184174.75,94596.5,89578.25,76374.5,11850,74119.25,9594,11801,436,0,0
200604,臺中港,104287,48799,55488,27650,11126,39612,1593,24097,209,0,0
200604,高雄港,811208.75,401396,409812.75,116876,75257.25,164049,29345.75,370740.5,54940.25,0,0
200604,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200604,臺北港,0,0,0,0,0,0,0,0,0,0,0
200604,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200604,安平港,696,375,321,15,360,321,0,0,0,0,0
200605,國際商港,1139454,565486.5,573967.5,229502,112539.75,289306.25,40605,410721.25,56779.75,0,0
200605,基隆港,180716.25,91342,89374.25,73440.25,12170.75,74711.75,8903.5,11088,402,0,0
200605,臺中港,103551,49567,53984,25473,14649,39229,1195,22890,115,0,0
200605,高雄港,854908.75,424410.5,430498.25,130583.75,85558,175254.5,30506.5,376743.25,56262.75,0,0
200605,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200605,臺北港,0,0,0,0,0,0,0,0,0,0,0
200605,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200605,安平港,278,167,111,5,162,111,0,0,0,0,0
200606,國際商港,1096102.25,546169.25,549933,235568.25,78893.25,265652.25,47419.5,399883,68686,0,0
200606,基隆港,176875.5,89836.75,87038.75,75189,8391.75,69434.5,11512.25,11482,866,0,0
200606,臺中港,105597,50576,55021,27980,12147,40411,1643,23374,42,0,0
200606,高雄港,813015.75,405461.5,407554.25,132387.25,58071.5,155487.75,34264.25,365027,67778,0,0
200606,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200606,臺北港,0,0,0,0,0,0,0,0,0,0,0
200606,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200606,安平港,614,295,319,12,283,319,0,0,0,0,0
200607,國際商港,1090403,538073.75,552329.25,227055.5,80413.75,272880.75,43245,402668.5,64139.5,0,0
200607,基隆港,174221.5,88975,85246.5,74195,8644,69767.75,9519.75,11773,322,0,0
200607,臺中港,103461,48434,55027,26329,12424,39638,1910,23056,104,0,0
200607,高雄港,812297.5,400436.75,411860.75,126509.5,59139.75,163280,31815.25,367839.5,63713.5,0,0
200607,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200607,臺北港,0,0,0,0,0,0,0,0,0,0,0
200607,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200607,安平港,423,228,195,22,206,195,0,0,0,0,0
200608,國際商港,1144108,570670.5,573437.5,233118.5,88592.25,280272,44794.75,423536.75,73793.75,0,0
200608,基隆港,178453,91408.5,87044.5,73126,11822.5,69967,11378.5,11556,603,0,0
200608,臺中港,102677,48719,53958,26541,12786,39690,2126,21528,6,0,0
200608,高雄港,862517,430311,432206,133440.5,63762.75,170386,31290.25,390452.75,73184.75,0,0
200608,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200608,臺北港,0,0,0,0,0,0,0,0,0,0,0
200608,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200608,安平港,461,232,229,11,221,229,0,0,0,0,0
200609,國際商港,1099504.75,548592.75,550912,226152.5,87012.5,263778,43010.25,411197.5,68354,0,0
200609,基隆港,182474.25,94220.5,88253.75,76081.5,11188,70051,11567.75,11767,1819,0,0
200609,臺中港,96336,46704,49632,24352,13077,36772,1196,20915,24,0,0
200609,高雄港,820207.5,407422.25,412785.25,125698,62522.5,156714,30246.5,378515.5,66511,0,0
200609,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200609,臺北港,0,0,0,0,0,0,0,0,0,0,0
200609,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200609,安平港,487,246,241,21,225,241,0,0,0,0,0
200610,國際商港,1097544.75,544594,552950.75,231437.25,86024.25,270613.75,42976.5,403720.5,62772.5,0,0
200610,基隆港,178899.5,93916.5,84983,73340,12368.5,68975.75,8402.25,13837,1976,0,0
200610,臺中港,94747,45341,49406,25341,11303,35910,1258,20906,29,0,0
200610,高雄港,823271.25,405017.5,418253.75,132738.25,62051.75,165420,33316.25,368977.5,60767.5,0,0
200610,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200610,臺北港,0,0,0,0,0,0,0,0,0,0,0
200610,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200610,安平港,627,319,308,18,301,308,0,0,0,0,0
200611,國際商港,1111530.5,542472.75,569057.75,229062.5,75918.75,265018,52240.25,400378.75,88912.25,0,0
200611,基隆港,180106.75,91319.5,88787.25,72695,11441.5,70513.5,11266.75,12874,1316,0,0
200611,臺中港,98461,46986,51475,25982,13317,38088,1751,19203,120,0,0
200611,高雄港,832515.75,403933.25,428582.5,130379.5,50932.25,156203.5,39222.5,368301.75,87476.25,0,0
200611,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200611,臺北港,0,0,0,0,0,0,0,0,0,0,0
200611,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200611,安平港,447,234,213,6,228,213,0,0,0,0,0
200612,國際商港,1149245.25,576537.75,572707.5,241198,96322.25,279041.5,50558.5,403269,78856,0,0
200612,基隆港,192538.5,97168.75,95369.75,78202.5,11245.25,74597,13509.75,14206,778,0,0
200612,臺中港,102013,50229,51784,27631,12948,38320,1556,21550,8,0,0
200612,高雄港,854226.75,428934,425292.75,135359.5,71928,165863.5,35492.75,367513,78070,0,0
200612,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200612,臺北港,0,0,0,0,0,0,0,0,0,0,0
200612,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200612,安平港,467,206,261,5,201,261,0,0,0,0,0
200701,國際商港,1126325.75,553632.25,572693.5,242748.75,74453.5,273823.75,53869.5,411125,70305.25,0,0
200701,基隆港,180554.75,89756.75,90798,72181.5,9900.25,70656.75,12578.25,13072,2166,0,0
200701,臺中港,96950,46969,49981,28359,9168,37311,1310,20797,5,0,0
200701,高雄港,848276,416620.5,431655.5,142191.25,55116.25,165597,39981.25,377256,68134.25,0,0
200701,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200701,臺北港,0,0,0,0,0,0,0,0,0,0,0
200701,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200701,安平港,545,286,259,17,269,259,0,0,0,0,0
200702,國際商港,983290.75,508606.5,474684.25,206290,74574.75,213392.75,36949.25,382467.25,69616.75,0,0
200702,基隆港,144590.5,76926.5,67664,58803.25,11163.25,53116.75,7865.25,12349,1293,0,0
200702,臺中港,77572,39630,37942,23355,7500,25720,1512,19445,40,0,0
200702,高雄港,760620.25,391819,368801.25,124121.75,55690.5,134279,27572,350673.25,68283.75,0,0
200702,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200702,臺北港,0,0,0,0,0,0,0,0,0,0,0
200702,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200702,安平港,508,231,277,10,221,277,0,0,0,0,0
200703,國際商港,1133059.25,553378,579681.25,234750.5,69443.5,289202.75,48859,410048.5,80755,0,0
200703,基隆港,180181.25,88652.5,91528.75,70441,10824.5,75681.75,8480,13382,1372,0,0
200703,臺中港,108207,50209,57998,26821,12333,42760,1321,24966,6,0,0
200703,高雄港,844462,414436.5,430025.5,137488.5,46206,170632,39058,371700.5,79377,0,0
200703,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200703,臺北港,0,0,0,0,0,0,0,0,0,0,0
200703,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200703,安平港,209,80,129,0,80,129,0,0,0,0,0
200704,國際商港,1132570,566782.75,565787.25,243727.75,83302.5,279194.5,47301.25,405682.75,73361.25,0,0
200704,基隆港,191216.5,98970,92246.5,77378.5,11565.5,73904.5,8742,17685,1941,0,0
200704,臺中港,99769,46880,52889,28367,8680,38184,2205,22331,2,0,0
200704,高雄港,840772.5,420482.75,420289.75,137949.25,62640,166744,36354.25,365666.75,71418.25,0,0
200704,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200704,臺北港,0,0,0,0,0,0,0,0,0,0,0
200704,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200704,安平港,812,450,362,33,417,362,0,0,0,0,0
200705,國際商港,1145387.5,572690,572697.5,254895.5,89029.25,299879.25,40171.25,398253,63159.25,0,0
200705,基隆港,194639.5,99559,95080.5,76480,14123,77610,8608.5,17001,817,0,0
200705,臺中港,106235,49831,56404,29474,9910,41162,1601,24078,10,0,0
200705,高雄港,843999,423041,420958,148921.5,64757.25,180852.25,29961.75,357174,62332.25,0,0
200705,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200705,臺北港,0,0,0,0,0,0,0,0,0,0,0
200705,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200705,安平港,514,259,255,20,239,255,0,0,0,0,0
200706,國際商港,1137711.5,581265,556446.5,253335.25,95271.25,276913,42601,407276.75,62314.25,0,0
200706,基隆港,190154.25,97876,92278.25,75541.5,12076.5,74169,8480.25,19208,679,0,0
200706,臺中港,109643,53907,55736,28873,13111,40409,1620,25626,4,0,0
200706,高雄港,837675.25,429383,408292.25,148912.75,69992.75,162195,32500.75,362442.75,61631.25,0,0
200706,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200706,臺北港,0,0,0,0,0,0,0,0,0,0,0
200706,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200706,安平港,239,99,140,8,91,140,0,0,0,0,0
200707,國際商港,1175279.25,584256.25,591023,260087.75,92724.25,295168,55087,399390.25,72822,0,0
200707,基隆港,193360.5,97851.5,95509,75638.25,11843.25,75111,9553,20529,686,0,0
200707,臺中港,106724,50487,56237,30547,10349,42102,1539,22174,13,0,0
200707,高雄港,874631.75,435619.75,439012,153881.5,70255,177690,43995,356687.25,72123,0,0
200707,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200707,臺北港,0,0,0,0,0,0,0,0,0,0,0
200707,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200707,安平港,563,298,265,21,277,265,0,0,0,0,0
200708,國際商港,1175024,594487.5,580536.5,264292.25,90932.25,290976.5,56058.75,396956.5,75807.75,0,0
200708,基隆港,191797,98413.25,93383.75,73641,14067.25,73603.75,9891,18441,2153,0,0
200708,臺中港,105316,48961,56355,29557,9278,39574,2504,24386,17,0,0
200708,高雄港,877393,446800.25,430592.75,161076.25,67292,177593.75,43663.75,354129.5,73637.75,0,0
200708,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200708,臺北港,0,0,0,0,0,0,0,0,0,0,0
200708,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200708,安平港,518,313,205,18,295,205,0,0,0,0,0
200709,國際商港,1134068,572606.5,561461.5,246115.5,101183.25,270893,58597.75,391872.5,65406,0,0
200709,基隆港,179023.25,93257,85766.25,69868.5,12638.25,66450.25,8870.75,20048.5,1147,0,0
200709,臺中港,103709,49337,54372,28778,10138,39040,1599,24063,91,0,0
200709,高雄港,850733.75,429668.5,421065.25,147447,78085,165144.75,48128,347761,64168,0,0
200709,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200709,臺北港,0,0,0,0,0,0,0,0,0,0,0
200709,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200709,安平港,602,344,258,22,322,258,0,0,0,0,0
200710,國際商港,1195235.5,592437,602798.5,263233.25,97390.75,292634.25,70183,404388.5,67405.75,0,0
200710,基隆港,194693.75,99975.75,94718,76495,12027.75,73332.75,9422.25,21825,1591,0,0
200710,臺中港,107590,50149,57441,29963,9677,41715,946,25241,48,0,0
200710,高雄港,892332.75,442041.25,450291.5,156628.25,75562,177238.5,59814.75,357322.5,65766.75,0,0
200710,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200710,臺北港,0,0,0,0,0,0,0,0,0,0,0
200710,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200710,安平港,619,271,348,147,124,348,0,0,0,0,0
200711,國際商港,1160843.5,588464,572379.5,274667.25,91127.5,281736.5,70632.75,380865.25,61814.25,0,0
200711,基隆港,182551.25,93897.25,88654,76636.75,9400.5,69591,11320,14521,1082,0,0
200711,臺中港,107079,51767,55312,32117,9735,40523,1831,22819,54,0,0
200711,高雄港,870610.25,442399.75,428210.5,165894.5,71611,171419.5,57481.75,343525.25,60678.25,0,0
200711,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200711,臺北港,0,0,0,0,0,0,0,0,0,0,0
200711,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200711,安平港,603,400,203,19,381,203,0,0,0,0,0
200712,國際商港,1227756.25,619718.5,608037.75,280477.5,97840.25,293393.5,79806.25,406066.75,70172,0,0
200712,基隆港,192720.25,101096.5,91623.75,83329,9405.5,71495.75,11997,16323,170,0,0
200712,臺中港,118956,58734,60222,37653,8117,42052,1543,29507,84,0,0
200712,高雄港,915323,459576,455747,159363.5,80137.75,179400.75,66266.25,360236.75,69918,0,0
200712,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200712,臺北港,0,0,0,0,0,0,0,0,0,0,0
200712,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200712,安平港,757,312,445,132,180,445,0,0,0,0,0
200801,國際商港,1156568,584645.75,571922.25,277996.75,84167.5,274465,73416,385032.25,61490.5,0,0
200801,基隆港,181878.5,95646.5,86232,77282.75,9014.75,65816,11943,17274,548,0,0
200801,臺中港,106942,51827,55115,33563,6357,35866,4525,26605,26,0,0
200801,高雄港,867112.5,436812.25,430300.25,167105,68481.75,172508,56948,341153.25,60916.5,0,0
200801,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200801,臺北港,0,0,0,0,0,0,0,0,0,0,0
200801,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200801,安平港,635,360,275,46,314,275,0,0,0,0,0
200802,國際商港,995293.75,506656.75,488637,226120.25,72884.75,228537.75,58106.75,344937,64707.25,0,0
200802,基隆港,143905.75,71508.5,72397.25,53478,7151.75,53378.25,8253,18287.25,3357.5,0,0
200802,臺中港,94073,47357,46716,26993,8054,30069,1673,27239,45,0,0
200802,高雄港,756699,387459.25,369239.75,145638.25,57358,144806.5,48180.75,299410.75,61304.75,0,0
200802,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200802,臺北港,0,0,0,0,0,0,0,0,0,0,0
200802,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200802,安平港,616,332,284,11,321,284,0,0,0,0,0
200803,國際商港,1150951.75,570054.5,580897.25,281153.5,72777.75,304885.5,64294.5,378881.25,48959.25,0,0
200803,基隆港,192263.75,96879.5,95384.25,75558.25,9607.25,75962.75,8436,22369.5,330,0,0
200803,臺中港,121377,57815,63562,37567,7204,43034,3851,29671,50,0,0
200803,高雄港,836790,415075,421715,167768.25,55941.5,185652.75,52007.5,326840.75,48579.25,0,0
200803,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200803,臺北港,0,0,0,0,0,0,0,0,0,0,0
200803,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200803,安平港,521,285,236,260,25,236,0,0,0,0,0
200804,國際商港,1122804.25,566873,555931.25,294995.75,62547.5,289089.25,63106.5,364998,48067.25,0,0
200804,基隆港,188100.25,96799,91301.25,77660,7726,70825.5,8397,23295.75,196,0,0
200804,臺中港,102294,49675,52619,32475,6893,35981,3409,23496,40,0,0
200804,高雄港,831896,420160,411736,184845.75,47704.5,182007.75,51300.5,318206.25,47831.25,0,0
200804,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200804,臺北港,0,0,0,0,0,0,0,0,0,0,0
200804,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200804,安平港,514,239,275,15,224,275,0,0,0,0,0
